Organization,District name,Primary role,Name,First name,Last name,Gender,Party name,Email,Photo URL,Source URL,Website,Facebook,Instagram,Twitter,LinkedIn,YouTube,Office type,Address,Phone,Fax,Office type,Address,Phone,Fax,Office type,Address,Phone,Fax
Guelph City Council,Ward 6,Councillor,Dominque O'Rourke,Dominque,O'Rourke,F,,dominique.orourke@guelph.ca,http://guelph.ca/wp-content/uploads/dominique-orourke.jpg,,,,,,,,legislature,"1 Carden Street
Guelph ON  N1H 3A1",1 519 822-1260 x3577,1 519 822-8277,,,,,,,,
Guelph City Council,Ward 6,Councillor,Mark MacKinnon,Mark,MacKinnon,M,,mark.mackinnon@guelph.ca,http://guelph.ca/wp-content/uploads/MarkMacKinnon.jpg,,,,,,,,legislature,"1 Carden Street
Guelph ON  N1H 3A1",1 519 822-1260 x2296,1 519 822-8277,,,,,,,,
King Township Council,Ward 1,Councillor,Cleve Mortelliti,Cleve,Mortelliti,,,cmortelliti@king.ca,http://www.king.ca/Government/MayorandCouncil/PublishingImages/Councillor%20Mortelliti.jpg,"http://www.king.ca/Government/MayorandCouncil/Councillor%20Mortelliti,%20Ward%201/Pages/default.aspx",,,,https://twitter.com/clevemortelliti,,,,,,,,,,,,,,
King Township Council,Ward 2,Councillor,David Boyd,David,Boyd,,,dboyd@king.ca,http://www.king.ca/Government/MayorandCouncil/PublishingImages/Councillor%20Boyd.jpg,http://www.king.ca/Government/MayorandCouncil/CouncillorDavidBoydWard2/Pages/default.aspx,,,,https://twitter.com/davidboydward2,,,,,,,,,,,,,,
King Township Council,Ward 3,Councillor,Linda Pabst,Linda,Pabst,,,lpabst@king.ca,http://www.king.ca/Government/MayorandCouncil/PublishingImages/Councillor%20Pabst.jpg,"http://www.king.ca/Government/MayorandCouncil/Councillor%20Pabst,%20Ward3/Pages/default.aspx",,,,,,,,,,,,,,,,,,
King Township Council,Ward 4,Councillor,Bill Cober,Bill,Cober,,,bcober@king.ca,http://www.king.ca/Government/MayorandCouncil/PublishingImages/Councillor%20Cober.jpg,"http://www.king.ca/Government/MayorandCouncil/Councillor%20Cober,%20Ward4/Pages/default.aspx",,,,,,,,,,,,,,,,,,
King Township Council,Ward 5,Councillor,Debbie Schaefer,Debbie,Schaefer,,,dschaefer@king.ca,http://www.king.ca/Government/MayorandCouncil/PublishingImages/Councillor%20Schaefer.jpg,"http://www.king.ca/Government/MayorandCouncil/Councillor%20Schaefer,%20Ward%205/Pages/default.aspx",,,,https://twitter.com/debbie_schaefer,,,,,,,,,,,,,,
King Township Council,Ward 6,Councillor,Avia Eek,Avia,Eek,,,aeek@king.ca,http://www.king.ca/Government/MayorandCouncil/PublishingImages/Councillor%20Eek.jpg,"http://www.king.ca/Government/MayorandCouncil/Councillor%20Eek,%20Ward%206/Pages/default.aspx",,,,https://twitter.com/eekfarms,,,,,,,,,,,,,,
Kingston City Council,Collins-Bayridge,Councillor,Lisa Osanic,Lisa,Osanic,F,,losanic@cityofkingston.ca,https://www.cityofkingston.ca/documents/10180/46260/Councillors_LisaOsanic.jpg,,https://www.cityofkingston.ca/city-hall/mayor-and-council/district3,,,,,,legislature,"599 Rankin Cres
Kingston ON  K7M 7K6",1 613 389-7336,,,,,,,,,
Kingston City Council,Countryside,Councillor,Gary Oosterhof,Gary,Oosterhof,M,,goosterhof@cityofkingston.ca,https://www.cityofkingston.ca/documents/10180/46260/Councillors_GaryOosterhof.jpg,,https://www.cityofkingston.ca/city-hall/mayor-and-council/district1,,,,,,legislature,"216 Ontario Street
Kingston ON  K7L 2Z3",1 613 453-3235,,,,,,,,,
Kingston City Council,King's Town,Councillor,Rob Hutchison,Rob,Hutchison,M,,rhutchison@cityofkingston.ca,https://www.cityofkingston.ca/documents/10180/46260/Councillors_RobHutchison.jpg,,https://www.cityofkingston.ca/city-hall/mayor-and-council/district11,,,,,,legislature,"109 York Street
Kingston ON  K7K 1P9",1 613 544-3515,,,,,,,,,
Kingston City Council,Kingscourt-Rideau,Councillor,Mary Rita Holland,Mary Rita,Holland,F,,mrholland@cityofkingston.ca,https://www.cityofkingston.ca/documents/10180/46260/Councillors_MaryRitaHolland-2014.jpg,,https://www.cityofkingston.ca/city-hall/mayor-and-council/district7,,,,,,legislature,"13 Fifth Avenue
Kingston ON  K7K 2K8",1 613 888-4976,,,,,,,,,
Kingston City Council,Kingston,Mayor,Bryan Paterson,Bryan,Paterson,M,,mayor@cityofkingston.ca,https://www.cityofkingston.ca/documents/10180/46260/Councillors_BryanPatterson.jpg,,https://www.cityofkingston.ca/city-hall/mayor-and-council/mayor,,,,,,legislature,"216 Ontario Street
Kingston ON  K7L 2Z3",1 613 546-4291 x1400,,,,,,,,,
Kingston City Council,Lakeside,Councillor,Wayne Hill,Wayne,Hill,M,,whill@cityofkingston.ca,https://www.cityofkingston.ca/documents/10180/46260/Councillors_Vacant.png,,https://www.cityofkingston.ca/city-hall/mayor-and-council/district4,,,,,,legislature,"148 Glen Castle Rd
Kingston ON  K7M 4N6",1 613 328-5718,,,,,,,,,
Kingston City Council,Loyalist-Cataraqui,Councillor,Simon Chapelle,Simon,Chapelle,M,,schapelle@cityofkingston.ca,https://www.cityofkingston.ca/documents/10180/46260/Councillors_Vacant.png,,https://www.cityofkingston.ca/city-hall/mayor-and-council/district2,,,,,,legislature,"1181 Crossfield Ave
Kingston ON  K7P 0A5",1 613 328-5842,,,,,,,,,
Kingston City Council,Meadowbrook-Strathcona,Councillor,Jeff McLaren,Jeff,McLaren,M,,jmclaren@cityofkingston.ca,https://www.cityofkingston.ca/documents/10180/46260/Councillors_JeffMcLaren-2014.jpg,,https://www.cityofkingston.ca/city-hall/mayor-and-council/district8,,,,,,legislature,"216 Ontario Street
Kingston ON  K7L 2Z3",1 613 888-4327,,,,,,,,,
Kingston City Council,Pittsburgh,Councillor,Ryan Boehme,Ryan,Boehme,M,,rnboehme@cityofkingston.ca,https://www.cityofkingston.ca/documents/10180/46260/Councillors_RyanBoehme-2014.jpg,,https://www.cityofkingston.ca/city-hall/mayor-and-council/district12,,,,,,legislature,"1369 Waterside Way
Kingston ON  K7K 0G2",1 613 888-3924,,,,,,,,,
Kingston City Council,Portsmouth,Councillor,Bridget Doherty,Bridget,Doherty,F,,bdoherty@cityofkingston.ca,https://www.cityofkingston.ca/documents/10180/46260/Councillors_Vacant.png,,https://www.cityofkingston.ca/city-hall/mayor-and-council/district5,,,,,,legislature,"25 Grange Street
Kingston ON  K7M 2J5",1 613 328-5978,,,,,,,,,
Kingston City Council,Sydenham,Councillor,Peter Stroud,Peter,Stroud,M,,pstroud@cityofkingston.ca,https://www.cityofkingston.ca/documents/10180/46260/Councillors_PeterStroud-2014.jpg,,https://www.cityofkingston.ca/city-hall/mayor-and-council/district10,,,,,,legislature,"2-115 Lower Union Street
Kingston ON  K7L 2N3",1 613 217-0286,,,,,,,,,
Kingston City Council,Trillium,Councillor,Robert Kiley,Robert,Kiley,M,,rkiley@cityofkingston.ca,https://www.cityofkingston.ca/documents/10180/46260/Councillors_Vacant.png,,https://www.cityofkingston.ca/city-hall/mayor-and-council/district6,,,,,,legislature,"136 Chatham Street
Kingston ON  K7K 4H4",1 613 328-5947,,,,,,,,,
Kingston City Council,Williamsville,Councillor,Jim Neill,Jim,Neill,M,,jneill@cityofkingston.ca,https://www.cityofkingston.ca/documents/10180/46260/Councillors_JimNeill.jpg,,https://www.cityofkingston.ca/city-hall/mayor-and-council/district9,,,,,,legislature,"1–515 Frontenac Street
Kingston ON  K7K 4L9",1 613 888-4650,,,,,,,,,
Kitchener City Council,Kitchener,Mayor,Berry Vrbanovic,Berry,Vrbanovic,M,,berry.vrbanovic@kitchener.ca,https://www.kitchener.ca/en/resourcesGeneral/Images/OMC_Berry_Web_Photo_2014.jpg,https://www.kitchener.ca/en/city-services/mayor.aspx,,,,,,,legislature,"Kitchener City Hall
200 King St. W.
Kitchener ON  N2G 4G7",1 519 741-2300,1 519 741-2800,,,,,,,,
Kitchener City Council,Ward 1,Councillor,Scott Davey,Scott,Davey,M,,scott.davey@kitchener.ca,https://www.kitchener.ca/en/resourcesGeneral/Images/OMC_Scott_Davey.jpg,https://www.kitchener.ca/en/city-services/councillor-scott-davey.aspx,,,,,,,legislature,"Kitchener City Hall
200 King St. W.
Kitchener ON  N2G 4G7",1 519 741-2784,1 519 741-2800,,,,,,,,
Kitchener City Council,Ward 10,Councillor,Sarah Marsh,Sarah,Marsh,F,,sarah.marsh@kitchener.ca,https://www.kitchener.ca/en/resourcesGeneral/Images/OMC_Sarah_Marsh_2014.jpg,https://www.kitchener.ca/en/city-services/councillor-sarah-marsh.aspx,,,,,,,legislature,"Kitchener City Hall
200 King St. W.
Kitchener ON  N2G 4G7",1 519 741-2786,1 519 741-2800,,,,,,,,
Kitchener City Council,Ward 2,Councillor,Dave Schnider,Dave,Schnider,M,,dave.schnider@kitchener.ca,https://www.kitchener.ca/en/resourcesGeneral/Images/OMC_Dave_Schnider_2014.jpg,https://www.kitchener.ca/en/city-services/councillor-dave-schnider.aspx,,,,,,,legislature,"Kitchener City Hall
200 King St. W.
Kitchener ON  N2G 4G7",1 519 741-3424,1 519 741-2800,,,,,,,,
Kitchener City Council,Ward 3,Councillor,John Gazzola,John,Gazzola,M,,john.gazzola@kitchener.ca,https://www.kitchener.ca/en/resourcesGeneral/Images/OMC_John_Gazzola_2010.jpg,https://www.kitchener.ca/en/city-services/councillor-john-gazzola.aspx,,,,,,,legislature,"Kitchener City Hall
200 King St. W.
Kitchener ON  N2G 4G7",1 519 741-2790,1 519 741-2800,,,,,,,,
Kitchener City Council,Ward 4,Councillor,Christine Michaud,Christine,Michaud,F,,christine.michaud@kitchener.ca,https://www.kitchener.ca/en/resourcesGeneral/Images/CMichaudHeadshot.jpg,https://www.kitchener.ca/en/city-services/councillor-christine-michaud.aspx,,,,,,,legislature,"Kitchener City Hall
200 King St. W.
Kitchener ON  N2G 4G7",1 519 741-2779,1 519 741-2800,,,,,,,,
Kitchener City Council,Ward 5,Councillor,Kelly Galloway-Sealock,Kelly,Galloway-Sealock,F,,kelly.galloway-sealock@kitchener.ca,https://www.kitchener.ca/en/resourcesGeneral/Images/OMC_Kelly_Galloway-Sealock_2014.jpg,https://www.kitchener.ca/en/city-services/councillor-kelly-galloway-sealock.aspx,,,,,,,legislature,"Kitchener City Hall
200 King St. W.
Kitchener ON  N2G 4G7",1 519 741-2791,1 519 741-2800,,,,,,,,
Kitchener City Council,Ward 6,Councillor,Paul Singh,Paul,Singh,M,,paul.singh@kitchener.ca,https://www.kitchener.ca/en/resourcesGeneral/Images/OMC_Paul_Singh_2014.jpg,https://www.kitchener.ca/en/city-services/councillor-paul-singh.aspx,,,,,,,legislature,"Kitchener City Hall
200 King St. W.
Kitchener ON  N2G 4G7",1 519 741-2793,1 519 741-2800,,,,,,,,
Kitchener City Council,Ward 7,Councillor,Bil Ioannidis,Bil,Ioannidis,M,,bil.ioannidis@kitchener.ca,https://www.kitchener.ca/en/resourcesGeneral/Images/OMC_Bil_Ioannidis.jpg,https://www.kitchener.ca/en/city-services/councillor-bil-ioannidis.aspx,,,,,,,legislature,"Kitchener City Hall
200 King St. W.
Kitchener ON  N2G 4G7",1 519 741-2783,1 519 741-2800,,,,,,,,
Kitchener City Council,Ward 8,Councillor,Margaret Johnston,Margaret,Johnston,F,,councillor.johnston@kitchener.ca,https://www.kitchener.ca/en/resourcesGeneral/Images/MJohnstonHeadshot.jpg,https://www.kitchener.ca/en/city-services/councillor-margaret-johnston.aspx,,,,,,,legislature,"Kitchener City Hall
200 King St. W.
Kitchener ON  N2G 4G7",1 519 741-2796,1 519 741-2800,,,,,,,,
Kitchener City Council,Ward 9,Councillor,Debbie Chapman,Debbie,Chapman,F,,debbie.chapman@kitchener.ca,https://www.kitchener.ca/en/resourcesGeneral/Images/DChapmanHeadshot.jpg,https://www.kitchener.ca/en/city-services/councillor-debbie-chapman.aspx,,,,,,,legislature,"Kitchener City Hall
200 King St. W.
Kitchener ON  N2G 4G7",1 519 741-2798,1 519 741-2800,,,,,,,,
Lincoln Town Council,Lincoln,Mayor,Sandra Easton,Sandra,Easton,F,,seaston@lincoln.ca,,https://lincoln.ca/council,https://lincoln.ca/council,,,,,,legislature,"4800 South Service Road
Beamsville ON  L0R 1B1",1 905 563-8205,1 905 563-6566,,,,,,,,
Lincoln Town Council,Ward 1,Councillor,Adam Russell,Adam,Russell,M,,arussell@lincoln.ca,,https://lincoln.ca/council,https://lincoln.ca/council,,,,,,legislature,"4800 South Service Road
Beamsville ON  L0R 1B1",1 905 563-8205,1 905 563-6566,,,,,,,,
Lincoln Town Council,Ward 1,Councillor,Dianne Rintjema,Dianne,Rintjema,F,,drintjema@lincoln.ca,,https://lincoln.ca/council,https://lincoln.ca/council,,,,,,legislature,"4800 South Service Road
Beamsville ON  L0R 1B1",1 905 563-8205,1 905 563-6566,,,,,,,,
Lincoln Town Council,Ward 2,Councillor,J.D. Pachereva,J.D.,Pachereva,M,,jdpachereva@lincoln.ca,,https://lincoln.ca/council,https://lincoln.ca/council,,,,,,legislature,"4800 South Service Road
Beamsville ON  L0R 1B1",1 905 563-8205,1 905 563-6566,,,,,,,,
Lincoln Town Council,Ward 2,Councillor,Tony Brunet,Tony,Brunet,M,,tbrunet@lincoln.ca,,https://lincoln.ca/council,https://lincoln.ca/council,,,,,,legislature,"4800 South Service Road
Beamsville ON  L0R 1B1",1 905 563-8205,1 905 563-6566,,,,,,,,
Lincoln Town Council,Ward 3,Councillor,Mike Mikolic,Mike,Mikolic,M,,mmikolic@lincoln.ca,,https://lincoln.ca/council,https://lincoln.ca/council,,,,,,legislature,"4800 South Service Road
Beamsville ON  L0R 1B1",1 905 563-8205,1 905 563-6566,,,,,,,,
Lincoln Town Council,Ward 3,Councillor,Paul MacPherson,Paul,MacPherson,M,,pmacpherson@lincoln.ca,,https://lincoln.ca/council,https://lincoln.ca/council,,,,,,legislature,"4800 South Service Road
Beamsville ON  L0R 1B1",1 905 563-8205,1 905 563-6566,,,,,,,,
Lincoln Town Council,Ward 4,Councillor,Greg Reimer,Greg,Reimer,M,,greimer@lincoln.ca,,https://lincoln.ca/council,https://lincoln.ca/council,,,,,,legislature,"4800 South Service Road
Beamsville ON  L0R 1B1",1 905 563-8205,1 905 563-6566,,,,,,,,
Lincoln Town Council,Ward 4,Councillor,Lynn Timmers,Lynn,Timmers,F,,ltimmers@lincoln.ca,,https://lincoln.ca/council,https://lincoln.ca/council,,,,,,legislature,"4800 South Service Road
Beamsville ON  L0R 1B1",1 905 563-8205,1 905 563-6566,,,,,,,,
London City Council,London,Mayor,Ed Holder,Ed,Holder,,,mayor@london.ca,,,,,,,,,legislature,"300 Dufferin Ave.
Suite 214
London ON  N6A 4L9",,,,,,,,,,
London City Council,Ward 1,Councillor,Michael van Holst,Michael van,Holst,,,mvanholst@london.ca,,,,,,,,,legislature,"300 Dufferin Ave.
Suite 314
London ON  N6A 4L9",,,,,,,,,,
London City Council,Ward 10,Councillor,Paul Van Meerbergen,Paul Van,Meerbergen,,,pvanmeerbergen@london.ca,,,,,,,,,legislature,"300 Dufferin Ave.
Suite 314
London ON  N6A 4L9",,,,,,,,,,
London City Council,Ward 11,Councillor,Stephen Turner,Stephen,Turner,,,sturner@london.ca,,,,,,,,,legislature,"300 Dufferin Ave.
Suite 314
London ON  N6A 4L9",,,,,,,,,,
London City Council,Ward 12,Councillor,Elizabeth Peloza,Elizabeth,Peloza,,,epeloza@london.ca,,,,,,,,,legislature,"300 Dufferin Ave.
Suite 314
London ON  N6A 4L9",,,,,,,,,,
London City Council,Ward 13,Councillor,Arielle Kayabaga,Arielle,Kayabaga,,,tpark@london.ca,,,,,,,,,legislature,"300 Dufferin Ave.
Suite 314
London ON  N6A 4L9",,,,,,,,,,
London City Council,Ward 14,Councillor,Steven Hillier,Steven,Hillier,,,shillier@london.ca,,,,,,,,,legislature,"300 Dufferin Ave.
Suite 314
London ON  N6A 4L9",,,,,,,,,,
London City Council,Ward 2,Councillor,Shawn Lewis,Shawn,Lewis,,,slewis@london.ca,,,,,,,,,legislature,"300 Dufferin Ave.
Suite 314
London ON  N6A 4L9",,,,,,,,,,
London City Council,Ward 3,Councillor,Mohamed Salih,Mohamed,Salih,,,msalih@london.ca,,,,,,,,,legislature,"300 Dufferin Ave.
Suite 314
London ON  N6A 4L9",,,,,,,,,,
London City Council,Ward 4,Councillor,Jesse Helmer,Jesse,Helmer,,,jhelmer@london.ca,,,,,,,,,legislature,"300 Dufferin Ave.
Suite 314
London ON  N6A 4L9",,,,,,,,,,
London City Council,Ward 5,Councillor,Maureen Cassidy,Maureen,Cassidy,,,mcassidy@london.ca,,,,,,,,,legislature,"300 Dufferin Ave.
Suite 314
London ON  N6A 4L9",,,,,,,,,,
London City Council,Ward 6,Councillor,Phil Squire,Phil,Squire,,,psquire@london.ca,,,,,,,,,legislature,"300 Dufferin Ave.
Suite 314
London ON  N6A 4L9",,,,,,,,,,
London City Council,Ward 7,Councillor,Josh Morgan,Josh,Morgan,,,joshmorgan@london.ca,,,,,,,,,legislature,"300 Dufferin Ave.
Suite 314
London ON  N6A 4L9",,,,,,,,,,
London City Council,Ward 8,Councillor,Steve Lehman,Steve,Lehman,,,slehman@london.ca,,,,,,,,,legislature,"300 Dufferin Ave.
Suite 314
London ON  N6A 4L9",,,,,,,,,,
London City Council,Ward 9,Councillor,Anna Hopkins,Anna,Hopkins,,,ahopkins@london.ca,,,,,,,,,legislature,"300 Dufferin Ave.
Suite 314
London ON  N6A 4L9",,,,,,,,,,
Newmarket Town Council,Newmarket,Deputy Mayor,John Taylor,John,Taylor,M,,jtaylor@newmarket.ca,,http://www.newmarket.ca/TownGovernment/Pages/Mayor-and-Council.aspx,,,,,,,legislature,"395 Mulock Drive
PO Box 328 STN Main
Newmarket ON  L3Y 4X7",1 905 953-5300 x2011,1 905 953-5133,,,,,,,,
Newmarket Town Council,Newmarket,Mayor,Tony Van Bynen,Tony Van,Bynen,M,,mayor@newmarket.ca,,http://www.newmarket.ca/TownGovernment/Pages/Mayor-and-Council.aspx,,,,,,,legislature,"395 Mulock Drive
PO Box 328 STN Main
Newmarket ON  L3Y 4X7",1 905 953-5300 x2000,,,,,,,,,
Newmarket Town Council,Ward 1,Councillor,Tom Vegh,Tom,Vegh,M,,tvegh@newmarket.ca,,http://www.newmarket.ca/TownGovernment/Pages/Mayor-and-Council.aspx,,,,,,,legislature,"395 Mulock Drive
PO Box 328 STN Main
Newmarket ON  L3Y 4X7",1 905 895-7095,,,,,,,,,
Newmarket Town Council,Ward 2,Councillor,Dave Kerwin,Dave,Kerwin,M,,dkerwin@newmarket.ca,,http://www.newmarket.ca/TownGovernment/Pages/Mayor-and-Council.aspx,,,,,,,legislature,"395 Mulock Drive
PO Box 328 STN Main
Newmarket ON  L3Y 4X7",1 905 895-8969,,,,,,,,,
Newmarket Town Council,Ward 3,Councillor,Jane Twinney,Jane,Twinney,F,,jtwinney@newmarket.ca,,http://www.newmarket.ca/TownGovernment/Pages/Mayor-and-Council.aspx,,,,,,,legislature,"395 Mulock Drive
PO Box 328 STN Main
Newmarket ON  L3Y 4X7",,,,,,,,,,
Newmarket Town Council,Ward 4,Councillor,Tom Hempen,Tom,Hempen,M,,thempen@newmarket.ca,,http://www.newmarket.ca/TownGovernment/Pages/Mayor-and-Council.aspx,,,,,,,legislature,"395 Mulock Drive
PO Box 328 STN Main
Newmarket ON  L3Y 4X7",,,,,,,,,,
Newmarket Town Council,Ward 6,Councillor,Kelly Broome-Plumley,Kelly,Broome-Plumley,F,,kbroome-plumley@newmarket.ca,,http://www.newmarket.ca/TownGovernment/Pages/Mayor-and-Council.aspx,,,,,,,legislature,"395 Mulock Drive
PO Box 328 STN Main
Newmarket ON  L3Y 4X7",,,,,,,,,,
Newmarket Town Council,Ward 7,Councillor,Christina Bisanz,Christina,Bisanz,F,,cbisanz@newmarket.ca,,http://www.newmarket.ca/TownGovernment/Pages/Mayor-and-Council.aspx,,,,,,,legislature,"395 Mulock Drive
PO Box 328 STN Main
Newmarket ON  L3Y 4X7",,,,,,,,,,
Niagara Regional Council,Fort Erie,Councillor,Tom Insinna,Tom,Insinna,,,tom.insinna@niagararegion.ca,,,https://niagararegion.ca/government/council/profiles/profile.aspx?f=Tom&l=Insinna,,,,,,legislature,"220 High St.
Fort Erie ON  L2A 3R3",1 905 321-5908,,,,,,,,,
Niagara Regional Council,Fort Erie,Mayor,Wayne Redekop,Wayne,Redekop,,,wayne.redekop@niagararegion.ca,,,https://niagararegion.ca/government/council/profiles/profile.aspx?f=Wayne&l=Redekop,,,,,,legislature,"1553 Frenchmans Ln.
Fort Erie ON  L2A 5M4",1 905 871-1600,,,,,,,,,
Niagara Regional Council,Grimsby,Councillor,Wayne F. Fertich,Wayne F.,Fertich,,,wayne.fertich@niagararegion.ca,,,https://niagararegion.ca/government/council/profiles/profile.aspx?f=Wayne F.&l=Fertich,,,,,,legislature,"384 Main St. West
Grimsby ON  L3M 1T2",1 905 719-6697,,,,,,,,,
Niagara Regional Council,Grimsby,Mayor,Jeff Jordan,Jeff,Jordan,,,jeff.jordan@niagararegion.ca,,,https://niagararegion.ca/government/council/profiles/profile.aspx?f=Jeff&l=Jordan,,,,,,legislature,"524 Ridge Rd. West
Grimsby ON  L3M 4E7",1 905 979-0662,,,,,,,,,
Niagara Regional Council,Lincoln,Councillor,Robert Foster,Robert,Foster,,,robert.foster@niagararegion.ca,,,https://niagararegion.ca/government/council/profiles/profile.aspx?f=Robert&l=Foster,,,,,,legislature,"4579 Cedarbrook Ln.
Lincoln ON  L0R 1B5",1 905 563-7219,,,,,,,,,
Niagara Regional Council,Lincoln,Mayor,Sandra Easton,Sandra,Easton,,,sandra.easton@niagararegion.ca,,,https://niagararegion.ca/government/council/profiles/profile.aspx?f=Sandra&l=Easton,,,,,,legislature,"4800 South Service Rd.
Lincoln ON  L0R 1B1",1 905 563-8205,,,,,,,,,
Niagara Regional Council,Niagara,Regional Chair,Jim Bradley,Jim,Bradley,,,jim.bradley@niagararegion.ca,,,https://niagararegion.ca/government/council/profiles/profile.aspx?f=Jim&l=Bradley,,,,,,legislature,"1815 Sir Isaac Brock Way
Niagara Region ON  L2V 4T7",1 905 980-6000,,,,,,,,,
Niagara Regional Council,Niagara Falls,Councillor,Barbara Greenwood,Barbara,Greenwood,,,barbara.greenwood@niagararegion.ca,,,https://niagararegion.ca/government/council/profiles/profile.aspx?f=Barbara&l=Greenwood,,,,,,legislature,"4584 Armoury St.
Niagara Falls ON  L2E 1S6",1 905 358-7226,,,,,,,,,
Niagara Regional Council,Niagara Falls,Councillor,Bob Gale,Bob,Gale,,,bob.gale@niagararegion.ca,,,https://niagararegion.ca/government/council/profiles/profile.aspx?f=Bob&l=Gale,,,,,,legislature,"719 Read Rd.
Niagara Falls ON  L0S 1J0",1 905 321-4253,,,,,,,,,
Niagara Regional Council,Niagara Falls,Councillor,Peter Nicholson,Peter,Nicholson,,,peter.nicholson@niagararegion.ca,,,https://niagararegion.ca/government/council/profiles/profile.aspx?f=Peter&l=Nicholson,,,,,,legislature,"3060 Portage Rd.
Unit 202
Niagara Falls ON  L2J 2J9",1 289 687-0799,,,,,,,,,
Niagara Regional Council,Niagara Falls,Mayor,Jim Diodati,Jim,Diodati,,,jim.diodati@niagararegion.ca,,,https://niagararegion.ca/government/council/profiles/profile.aspx?f=Jim&l=Diodati,,,,,,legislature,"4310 Queen St.
Niagara Falls ON  L2E 6X5",1 905 356-7521,,,,,,,,,
Niagara Regional Council,Niagara-on-the-Lake,Councillor,Gary Zalepa,Gary,Zalepa,,,gary.zalepa@niagararegion.ca,,,https://niagararegion.ca/government/council/profiles/profile.aspx?f=Gary&l=Zalepa,,,,,,legislature,"630 Charlotte St.
P.O. Box 1124
Niagara-on-the-Lake ON  L0S 1J0",1 416 602-5431,,,,,,,,,
Niagara Regional Council,Niagara-on-the-Lake,Mayor,Betty Disero,Betty,Disero,,,betty.disero@niagararegion.ca,,,https://niagararegion.ca/government/council/profiles/profile.aspx?f=Betty&l=Disero,,,,,,legislature,"1593 Four Mile Creek Rd.
P.O. Box 100
Niagara-on-the-Lake ON  L0S 1J0",1 905 468-3266,,,,,,,,,
Niagara Regional Council,Pelham,Councillor,Diana Huson,Diana,Huson,,,diana.huson@niagararegion.ca,,,https://niagararegion.ca/government/council/profiles/profile.aspx?f=Diana&l=Huson,,,,,,legislature,"14 Cherry Ridge Blvd.
Pelham ON  L0S 1C0",1 905 324-3094,,,,,,,,,
Niagara Regional Council,Pelham,Mayor,Marvin Junkin,Marvin,Junkin,,,marvin.junkin@niagararegion.ca,,,https://niagararegion.ca/government/council/profiles/profile.aspx?f=Marvin&l=Junkin,,,,,,legislature,"20 Pelham Town Sq.
P.O. Box 400
Pelham ON  L0S 1E0",1 905 658-2986,,,,,,,,,
Niagara Regional Council,Port Colborne,Councillor,Barbara Butters,Barbara,Butters,,,barbara.butters@niagararegion.ca,,,https://niagararegion.ca/government/council/profiles/profile.aspx?f=Barbara&l=Butters,,,,,,legislature,"1152 Weaver Rd.
Port Colborne ON  L3K 5V3",1 905 834-4005,,,,,,,,,
Niagara Regional Council,Port Colborne,Mayor,Bill Steele,Bill,Steele,,,bill.steele@niagararegion.ca,,,https://niagararegion.ca/government/council/profiles/profile.aspx?f=Bill&l=Steele,,,,,,legislature,"66 Charlotte St.
Port Colborne ON  L3K 3C8",1 905 835-2900,,,,,,,,,
Niagara Regional Council,St. Catharines,Councillor,Brian Heit,Brian,Heit,,,brian.heit@niagararegion.ca,,,https://niagararegion.ca/government/council/profiles/profile.aspx?f=Brian&l=Heit,,,,,,legislature,"21 Sunnyside Dr.
St. Catharines ON  L2M 1Z9",1 905 935-8377,,,,,,,,,
Niagara Regional Council,St. Catharines,Councillor,George Darte,George,Darte,,,george.darte@niagararegion.ca,,,https://niagararegion.ca/government/council/profiles/profile.aspx?f=George&l=Darte,,,,,,legislature,"35 Canal St.
St. Catharines ON  L2N 4S7",1 905 687-6066,,,,,,,,,
Niagara Regional Council,St. Catharines,Councillor,Kelly Edgar,Kelly,Edgar,,,kelly.edgar@niagararegion.ca,,,https://niagararegion.ca/government/council/profiles/profile.aspx?f=Kelly&l=Edgar,,,,,,legislature,"66 Chaplin Ave.
St. Catharines ON  L2R 2E7",1 905 646-1477,,,,,,,,,
Niagara Regional Council,St. Catharines,Councillor,Laura Ip,Laura,Ip,,,laura.ip@niagararegion.ca,,,https://niagararegion.ca/government/council/profiles/profile.aspx?f=Laura&l=Ip,,,,,,legislature,"1815 Sir Isaac Brock Way
St. Catharines ON  L2V 4T7",1 905 324-3134,,,,,,,,,
Niagara Regional Council,St. Catharines,Councillor,Sandie Bellows,Sandie,Bellows,,,sandie.bellows@niagararegion.ca,,,https://niagararegion.ca/government/council/profiles/profile.aspx?f=Sandie&l=Bellows,,,,,,legislature,"1815 Sir Isaac Brock Way
St. Catharines ON  L2V 4T7",1 905 380-7310,,,,,,,,,
Niagara Regional Council,St. Catharines,Councillor,Tim Rigby,Tim,Rigby,,,tim.rigby@niagararegion.ca,,,https://niagararegion.ca/government/council/profiles/profile.aspx?f=Tim&l=Rigby,,,,,,legislature,"18 Rockcliffe Rd.
St. Catharines ON  L2R 3S9",1 905 328-8508,,,,,,,,,
Niagara Regional Council,St. Catharines,Mayor,Walter Sendzik,Walter,Sendzik,,,walter.sendzik@niagararegion.ca,,,https://niagararegion.ca/government/council/profiles/profile.aspx?f=Walter&l=Sendzik,,,,,,legislature,"50 Church St.
P.O. Box 3012
St. Catharines ON  L2R 7C2",1 905 688-5601,,,,,,,,,
